State,Lat,Long_,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07
Minnesota,45.6945,-93.9002,0,0,5.56,5.56,5.56,5.56,5.56,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,34.26,34.26,37.04,37.04,47.22,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,65.74,65.74,65.74,65.74,65.74,65.74,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67
Mississippi,32.7416,-89.6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,16.67,20.37,20.37,20.37,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.54,49.54,49.54,49.54,49.54,49.54,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96
Missouri,38.4561,-92.2884,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,18.06,18.06,20.83,20.83,35.65,35.65,35.65,38.43,42.59,42.59,48.15,50,50,50,50,50,50,50,50,50,50,50,50,50,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,51.39,46.76,44.91,44.91,44.91,44.91,44.91,39.35,39.35,39.35,39.35,39.35,39.35,39.35,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,29.63,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43
Montana,46.9219,-110.4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,32.41,40.74,40.74,40.74,40.74,42.59,42.59,42.59,46.3,49.07,49.07,49.07,54.63,71.3,71.3,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,75,75,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,45.37,45.37,45.37,45.37,45.37,45.37,45.37,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,42.59,42.59,42.59
Nebraska,41.1254,-98.2681,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,12.96,16.67,16.67,25.93,28.7,28.7,40.28,40.28,40.28,40.28,40.28,45.83,48.61,48.61,48.61,48.61,48.61,48.61,48.61,50.46,50.46,50.46,53.7,53.7,53.7,53.7,55.56,55.56,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,54.17,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,38.43,38.43,38.43,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,31.02,31.02,31.02,31.02,39.35,39.35,33.8,33.8,33.8,33.8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Nevada,38.3135,-117.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,20.37,27.78,31.48,35.19,35.19,42.59,42.59,42.59,42.59,59.26,59.26,59.26,59.26,59.26,59.26,59.26,64.81,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,58.33,58.33,58.33,58.33,58.33,58.33,54.63,54.63,54.63,54.63,54.63,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48
New Hampshire,43.4525,-71.5639,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,18.52,37.96,37.96,41.67,41.67,41.67,41.67,44.44,44.44,44.44,44.44,51.85,68.52,68.52,68.52,68.52,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,47.22,47.22,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,37.96,37.96,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19
New Jersey,40.2989,-74.521,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,16.67,16.67,16.67,16.67,32.41,32.41,43.52,43.52,43.52,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,59.26,59.26,64.81,64.81,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22
New Mexico,34.8405,-106.2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,27.78,37.04,45.37,45.37,58.33,58.33,58.33,58.33,58.33,62.04,62.04,62.04,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,84.26,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,80.56,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85
New York,42.1657,-74.9481,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,5.56,5.56,5.56,5.56,5.56,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,25,25,25,42.59,50.93,50.93,50.93,52.78,52.78,55.56,57.41,60.19,60.19,73.15,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,72.22,72.22,72.22,72.22,72.22,72.22,72.22,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,76.39,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.61,72.22,72.22,72.22,72.22,72.22,72.22,72.22,70.37,70.37,70.37,70.37,70.37,70.37,70.37,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,65.74,65.74,65.74,65.74,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,52.78,50.93,50.93,50.93,50.93,50.93,50.93,50.93
North Carolina,35.6301,-79.8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,24.07,24.07,24.07,24.07,24.07,39.81,43.52,43.52,43.52,51.85,51.85,51.85,55.56,55.56,60.19,64.81,64.81,64.81,64.81,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,72.22,69.44,69.44,69.44,69.44,69.44,69.44,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,66.67,66.67,66.67,66.67,66.67,66.67,66.67,63.89,63.89,63.89,63.89,63.89,63.89,63.89,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63
North Dakota,47.5289,-99.784,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,16.67,16.67,16.67,24.07,24.07,24.07,24.07,34.26,34.26,34.26,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,54.63,54.63,54.63,54.63,54.63,NA,54.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,35.19,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3
